Matricula,Admissão,Sindicato do Colaborador,Competência,Dias,VALOR DIÁRIO VR,TOTAL,Custo empresa,Desconto profissional,OBS GERAL
33416,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
31845,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
31649,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
35674,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
35701,01/04/2025,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
33794,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
34492,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
35170,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
32662,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
30739,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
31460,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
31514,,SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.,2025-06,22,37.5,825.0,660.0,165.0,Trabalhando
35654,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25609,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
27732,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33040,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35653,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34764,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31968,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35369,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34820,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33858,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34415,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34466,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35219,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
28927,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35239,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32957,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35736,07/04/2025,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26210,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26268,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26095,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
27212,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
29037,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34239,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33881,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33818,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33816,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26161,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26042,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26084,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34238,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31154,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33392,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34228,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34945,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
30572,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31614,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25290,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34361,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31022,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31938,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34556,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34889,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31301,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31611,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
30373,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32563,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31113,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33083,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32118,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26876,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31465,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31757,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34032,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25342,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32265,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35605,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33753,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34737,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34360,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33766,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
30483,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31574,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32267,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33427,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32008,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33585,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33223,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35123,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32032,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32067,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31704,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35019,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35165,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33719,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35217,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35781,28/04/2025,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,13,35.0,455.0,364.0,91.0,Trabalhando | Admissão em 28/04/2025
35773,22/04/2025,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,17,35.0,595.0,476.0,119.0,Trabalhando | Admissão em 22/04/2025
35774,22/04/2025,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,17,35.0,595.0,476.0,119.0,Trabalhando | Admissão em 22/04/2025
31129,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33337,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
27005,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33919,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34156,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34165,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35741,07/04/2025,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34167,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34168,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32033,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
30530,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34166,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31509,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34680,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33619,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25670,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando | Desligado em 15/05/2025 (proporcional)
32805,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34432,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34418,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34610,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34651,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35152,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35683,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35062,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35064,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35046,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32055,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33945,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34374,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33638,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
33160,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31007,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34452,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
27059,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31746,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35027,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31701,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
34598,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26174,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25614,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31698,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32903,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
24316,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
32020,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
30621,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
25330,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35688,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
35014,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
26702,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
31033,,SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA,2025-06,22,35.0,770.0,616.0,154.0,Trabalhando
